4352.99999967,6208.44444433,6200.888889,7411.111111,6982.111111,7016.11111133,5552.66666667,7364.66666667,6324.55555567,8125.0,8832.44444567,10075.333331,6208.44444433,6200.888889,7411.111111,6982.111111,7016.11111133,10323.4444433,7364.66666667,6324.55555567,8125.0,8832.44444567,10075.333331,9463.55555567,6200.888889,7411.111111,6982.111111,7016.11111133,10323.4444433,9778.22222333,6324.55555567,8125.0,8832.44444567,10075.333331,9463.55555567,10074.6666677
,1.0,1.025,1.05,1.075,1.1,1.125
0.0,4352.99999967,5552.66666667,6208.44444433,7364.66666667,6200.888889,6324.55555567
0.05,6208.44444433,7364.66666667,6200.888889,6324.55555567,7411.111111,8125.0
0.1,6200.888889,6324.55555567,7411.111111,8125.0,6982.111111,8832.44444567
0.15,7411.111111,8125.0,6982.111111,8832.44444567,7016.11111133,10075.333331
0.2,6982.111111,8832.44444567,7016.11111133,10075.333331,10323.4444433,9463.55555567
0.25,7016.11111133,10075.333331,10323.4444433,9463.55555567,9778.22222333,10074.6666677
,182.201963644,740.437758657,298.6773726,738.932613747,164.956185419,173.028435419
,298.6773726,738.932613747,164.956185419,173.028435419,382.112096825,896.765711027
,164.956185419,173.028435419,382.112096825,896.765711027,472.412040399,1368.95202905
,382.112096825,896.765711027,472.412040399,1368.95202905,488.600445055,1283.20146371
,472.412040399,1368.95202905,488.600445055,1283.20146371,764.228409107,1289.77268513
,488.600445055,1283.20146371,764.228409107,1289.77268513,809.434021161,937.606449718













